	identity_updated	genetic_background	Genotypes	n_genes_by_counts	log1p_n_genes_by_counts	total_counts	log1p_total_counts	umap1	umap2
SC23723_5_249	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2214	7.703007682479236	10874.709	9.294287	16.713577	2.4806406
SC23723_5_24	WT	PBANKA	wild type	134	4.90527477843843	850.6395	6.7471633	2.963866	6.4784827
SC23723_5_250	GCSKO-13	PBANKA	fd2   PBANKA_0902300	996	6.904750769961838	5168.4326	8.550518	10.779364	-1.0647942
SC23723_5_251	WT	PBANKA	wild type	2516	7.830822995135316	11787.436	9.374874	9.813212	14.237574
SC23723_5_252	WT	PBANKA	wild type	2733	7.913521017283895	13221.976	9.489711	11.127526	13.21353
SC23723_5_253	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2690	7.897668150726906	13214.44	9.489141	16.396015	2.8138874
SC23723_5_254	GCSKO-13	PBANKA	fd2   PBANKA_0902300	690	6.53813982376767	3699.4336	8.216206	8.326086	-7.4424086
SC23723_5_255	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1471	7.294377299288821	8131.2593	9.003594	-2.9148262	11.907342
SC23723_5_256	GCSKO-13	PBANKA	fd2   PBANKA_0902300	373	5.924255797414532	2115.7852	7.657654	4.2998176	-5.052345
SC23723_5_257	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1222	7.109062135687172	6819.633	8.827707	-2.3201928	11.449634
SC23723_5_258	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2094	7.647308832356238	10391.469	9.2488365	16.70818	3.0920503
SC23723_5_259	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2404	7.785305182539862	11334.713	9.335713	16.59275	2.8823383
SC23723_5_260	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1525	7.330405211844402	8006.8203	8.9881735	17.053411	2.840438
SC23723_5_261	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1176	7.0707241072602764	6430.7437	8.769001	-2.4429197	11.38498
SC23723_5_262	WT	PBANKA	wild type	1274	7.150701457592526	6808.801	8.826118	-2.851226	11.143431
SC23723_5_263	WT	PBANKA	wild type	2191	7.692569648067906	10210.574	9.231277	8.664305	11.931228
SC23723_5_265	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2732	7.913155185928068	13628.149	9.519966	16.03443	2.0644193
SC23723_5_269	GCSKO-13	PBANKA	fd2   PBANKA_0902300	848	6.744059186311348	4548.713	8.422819	7.4213324	-7.6205783
SC23723_5_270	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2288	7.735870319952567	11221.506	9.325677	16.891361	2.4099956
SC23723_5_271	WT	PBANKA	wild type	3153	8.056426767522984	15372.372	9.640392	15.992205	2.1409976
SC23723_5_272	GCSKO-13	PBANKA	fd2   PBANKA_0902300	214	5.3706380281276624	1563.0588	7.3550396	3.936083	-4.4509063
SC23723_5_273	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1775	7.4821189235521155	9347.776	9.143001	-3.790699	13.194226
SC23723_5_274	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1511	7.321188556739478	8179.58	9.009519	-3.650696	12.535378
SC23723_5_275	WT	PBANKA	wild type	544	6.300785794663244	3202.5068	8.072001	3.6138954	-6.4042807
SC23723_5_276	WT	PBANKA	wild type	914	6.818924065275521	4922.6025	8.501796	10.648447	-0.006630282
SC23723_5_278	GCSKO-13	PBANKA	fd2   PBANKA_0902300	504	6.22455842927536	2802.8398	7.938745	9.2294855	-5.993362
SC23723_5_279	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1075	6.98100574072173	6095.382	8.71545	-1.5944135	10.65833
SC23723_5_27	GCSKO-13	PBANKA	fd2   PBANKA_0902300	515	6.246106765481563	3220.7007	8.077664	4.5431275	-6.7367043
SC23723_5_280	GCSKO-13	PBANKA	fd2   PBANKA_0902300	392	5.973809611869261	2504.7056	7.8263254	3.920799	-5.2631087
SC23723_5_281	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1176	7.0707241072602764	6634.6323	8.800209	-1.8024194	10.785305
SC23723_5_283	GCSKO-13	PBANKA	fd2   PBANKA_0902300	663	6.498282149476434	4388.5127	8.386973	-1.1879992	9.9815855
SC23723_5_284	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1406	7.249215057114389	7594.345	8.935291	-2.8606052	11.756891
SC23723_5_285	GCSKO-13	PBANKA	fd2   PBANKA_0902300	339	5.8289456176102075	2110.6711	7.655235	3.9504895	-5.08291
SC23723_5_286	WT	PBANKA	wild type	715	6.573680166960646	4224.9907	8.349009	3.3929787	-8.72086
SC23723_5_287	WT	PBANKA	wild type	1048	6.955592608396297	5333.14	8.581883	8.172402	2.8142576
SC23723_5_288	WT	PBANKA	wild type	1639	7.402451520818244	8816.039	9.084441	-3.7811813	12.209384
SC23723_5_289	GCSKO-13	PBANKA	fd2   PBANKA_0902300	790	6.673297967767654	4532.7656	8.419308	3.7086165	-9.131707
SC23723_5_28	GCSKO-13	PBANKA	fd2   PBANKA_0902300	704	6.558197802812269	3816.7231	8.24741	4.154409	-7.8839192
SC23723_5_290	GCSKO-13	PBANKA	fd2   PBANKA_0902300	658	6.490723534502507	3902.644	8.269666	4.3061914	-8.325072
SC23723_5_291	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1513	7.322510433997394	8329.749	9.027709	-0.51448953	2.8097355
SC23723_5_292	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1678	7.425953657077541	9037.275	9.109223	-3.41224	13.411348
SC23723_5_293	GCSKO-13	PBANKA	fd2   PBANKA_0902300	680	6.523562306149512	3738.2148	8.226631	4.2330313	-7.72193
SC23723_5_294	GCSKO-13	PBANKA	fd2   PBANKA_0902300	771	6.648984550024776	4586.141	8.431012	2.733973	-8.870162
SC23723_5_295	WT	PBANKA	wild type	1713	7.446585099157725	9291.739	9.136989	-3.6847982	13.456966
SC23723_5_296	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1651	7.409741954080923	8901.479	9.094085	-3.3562808	13.642748
SC23723_5_297	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2513	7.829630389150193	12268.989	9.414911	16.415018	2.4748507
SC23723_5_298	GCSKO-13	PBANKA	fd2   PBANKA_0902300	691	6.539585955617669	4076.8042	8.3133135	3.4150183	-8.244085
SC23723_5_299	WT	PBANKA	wild type	561	6.331501849893691	3259.7388	8.089709	4.340438	-6.7730026
SC23723_5_29	GCSKO-13	PBANKA	fd2   PBANKA_0902300	647	6.473890696352274	3704.8047	8.217656	4.460596	-7.6831307
SC23723_5_2	GCSKO-13	PBANKA	fd2   PBANKA_0902300	830	6.7226297948554485	5472.7	8.60771	-1.6000508	10.963176
SC23723_5_300	WT	PBANKA	wild type	1627	7.395107546562485	8688.382	9.069857	-3.8865235	12.930832
SC23723_5_301	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1672	7.422373700986824	9114.096	9.117687	-3.8654034	12.881998
SC23723_5_302	GCSKO-13	PBANKA	fd2   PBANKA_0902300	859	6.756932389247553	5127.9775	8.542662	3.234474	-9.134426
SC23723_5_303	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1816	7.504942068396171	8931.172	9.097415	2.1337774	1.5632141
SC23723_5_304	GCSKO-13	PBANKA	fd2   PBANKA_0902300	976	6.884486652042782	4981.177	8.513622	9.756607	1.5011865
SC23723_5_305	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2636	7.877397186353287	11779.189	9.374174	16.672588	2.4012485
SC23723_5_306	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1225	7.111512116496157	6862.408	8.83396	-1.5204734	11.606319
SC23723_5_307	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1085	6.990256500493881	5848.003	8.6740265	-1.4530244	10.455572
SC23723_5_308	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1429	7.265429723253953	7266.522	8.8911705	-2.9494221	12.039197
SC23723_5_309	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1187	7.080026499922591	5660.5503	8.641453	6.405718	2.3666227
SC23723_5_30	GCSKO-13	PBANKA	fd2   PBANKA_0902300	743	6.612041034833092	4004.5454	8.295435	9.621505	-6.230002
SC23723_5_310	WT	PBANKA	wild type	1842	7.519149957669823	8870.48	9.090597	2.608173	1.7168804
SC23723_5_311	WT	PBANKA	wild type	1534	7.336285660021297	7701.4707	8.949296	-3.285082	11.224793
SC23723_5_312	WT	PBANKA	wild type	1683	7.428927194802272	8729.001	9.074521	-3.7934082	12.579731
SC23723_5_313	GCSKO-13	PBANKA	fd2   PBANKA_0902300	772	6.650279048587422	4360.3643	8.38054	10.953328	-4.6009846
SC23723_5_314	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1483	7.302496423727326	8202.727	9.012343	-3.4705298	12.703379
SC23723_5_316	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1582	7.367077059881012	8564.545	9.055503	-2.3888762	12.155876
SC23723_5_317	GCSKO-13	PBANKA	fd2   PBANKA_0902300	848	6.744059186311348	4367.951	8.382278	3.6504061	-8.366881
SC23723_5_318	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1606	7.382124365737512	8022.838	8.990172	-3.3897645	12.010571
SC23723_5_319	WT	PBANKA	wild type	552	6.315358001522335	3351.0347	8.117323	4.3225937	-6.8588114
SC23723_5_31	WT	PBANKA	wild type	615	6.423246963533519	3921.9775	8.274606	3.0839095	-8.159543
SC23723_5_320	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1075	6.98100574072173	5260.003	8.568077	10.742669	-0.19665551
SC23723_5_321	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1958	7.580189417944541	10025.154	9.212953	16.96345	2.4493885
SC23723_5_322	GCSKO-13	PBANKA	fd2   PBANKA_0902300	801	6.687108607866515	4629.2607	8.440369	2.901371	-8.9809675
SC23723_5_323	WT	PBANKA	wild type	879	6.779921907472252	4606.073	8.4353485	10.774172	-0.36314508
SC23723_5_324	WT	PBANKA	wild type	1557	7.351158226430694	8204.873	9.012606	-3.7192414	11.825961
SC23723_5_325	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1758	7.472500744737558	9407.382	9.149356	-3.6677728	13.2842045
SC23723_5_326	GCSKO-13	PBANKA	fd2   PBANKA_0902300	758	6.63200177739563	3662.941	8.206295	6.080314	-6.995979
SC23723_5_327	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2920	7.979681302387741	13556.442	9.514691	16.18984	2.0841527
SC23723_5_328	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1462	7.288244401020124	7593.7627	8.935214	-2.995932	12.411281
SC23723_5_329	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2669	7.8898337513942955	12219.856	9.410899	16.422178	2.5621703
SC23723_5_32	GCSKO-13	PBANKA	fd2   PBANKA_0902300	530	6.274762021241939	3168.9724	8.061479	4.1268063	-6.6664987
SC23723_5_330	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2708	7.904334842085095	12021.258	9.394515	16.572428	2.578765
SC23723_5_331	GCSKO-13	PBANKA	fd2   PBANKA_0902300	907	6.811244378601294	4355.475	8.379418	3.457323	-8.572743
SC23723_5_332	GCSKO-13	PBANKA	fd2   PBANKA_0902300	736	6.602587892189336	3717.5789	8.221097	10.480591	-1.3300606
SC23723_5_333	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2655	7.884576510596324	11543.718	9.353983	16.913387	2.4807491
SC23723_5_334	WT	PBANKA	wild type	1511	7.321188556739478	7472.662	8.919141	-2.090995	11.800925
SC23723_5_337	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1940	7.57095858316901	10531.577	9.262228	16.953405	2.5351565
SC23723_5_338	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1779	7.484368643286131	9418.261	9.150512	17.051506	2.9108534
SC23723_5_339	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1714	7.44716835960004	9384.242	9.1468935	16.757492	3.101662
SC23723_5_33	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2510	7.828436359157585	12435.107	9.428359	16.292772	2.2959464
SC23723_5_340	GCSKO-13	PBANKA	fd2   PBANKA_0902300	412	6.023447592961033	2409.836	7.787729	4.1247454	6.941261
SC23723_5_341	GCSKO-13	PBANKA	fd2   PBANKA_0902300	534	6.282266746896006	2898.7598	7.972383	9.486474	-5.6706686
SC23723_5_342	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1472	7.29505641646263	8145.645	9.005362	-3.3248556	12.189921
SC23723_5_343	WT	PBANKA	wild type	1591	7.3727463664043285	8742.195	9.076031	-3.5063264	11.241346
SC23723_5_344	GCSKO-13	PBANKA	fd2   PBANKA_0902300	428	6.061456918928017	2465.583	7.810589	4.413742	-5.7597775
SC23723_5_345	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1258	7.138073034044347	6892.498	8.838334	-3.0199554	10.786202
SC23723_5_346	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2299	7.7406644019172415	11722.606	9.36936	16.515406	2.9309886
SC23723_5_347	WT	PBANKA	wild type	1105	7.00850518208228	6502.6406	8.780117	-1.9049386	11.09884
SC23723_5_348	WT	PBANKA	wild type	1360	7.215975002651466	7608.3022	8.937127	-2.7511299	11.850707
SC23723_5_358	WT	PBANKA	wild type	405	6.0063531596017325	2033.5786	7.618044	4.852493	7.288964
SC23723_5_359	WT	PBANKA	wild type	267	5.5909869805108565	1599.1716	7.3778663	0.63336957	7.6424227
SC23723_5_360	WT	PBANKA	wild type	178	5.187385805840755	1161.6946	7.0584955	3.6071172	-3.7533329
SC23723_5_361	GCSKO-13	PBANKA	fd2   PBANKA_0902300	501	6.218600119691729	3111.2717	8.043108	4.3699994	-6.6452117
SC23723_5_362	GCSKO-13	PBANKA	fd2   PBANKA_0902300	470	6.154858094016418	3003.1006	8.007733	4.406381	-6.457166
SC23723_5_363	GCSKO-13	PBANKA	fd2   PBANKA_0902300	334	5.814130531825066	2199.687	7.696525	3.7657688	-5.099549
SC23723_5_364	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1129	7.029972911706386	6483.3525	8.777147	-2.8754182	10.934842
SC23723_5_365	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1050	6.957497370876951	5938.536	8.689386	-2.7028997	10.4691725
SC23723_5_366	GCSKO-13	PBANKA	fd2   PBANKA_0902300	533	6.280395838960195	3338.0022	8.113427	4.2419486	-6.841812
SC23723_5_367	WT	PBANKA	wild type	756	6.6293632534374485	4204.4746	8.344142	10.424543	0.022733772
SC23723_5_369	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1579	7.365180126021013	8505.002	9.048528	16.907007	3.0462325
SC23723_5_36	WT	PBANKA	wild type	715	6.573680166960646	4356.7617	8.379714	3.9422426	-9.044339
SC23723_5_372	WT	PBANKA	wild type	1191	7.083387847625295	6835.172	8.829983	-2.4767962	11.238274
SC23723_5_373	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1717	7.4489161025442	9566.738	9.166152	17.122633	2.8591356
SC23723_5_374	GCSKO-13	PBANKA	fd2   PBANKA_0902300	641	6.464588303689961	3742.247	8.227709	10.384306	-4.790757
SC23723_5_375	GCSKO-13	PBANKA	fd2   PBANKA_0902300	702	6.555356891810665	4304.0347	8.36754	7.5414453	1.1249229
SC23723_5_376	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1568	7.358193752733032	8809.27	9.0836735	17.010586	2.646619
SC23723_5_377	GCSKO-13	PBANKA	fd2   PBANKA_0902300	341	5.834810737062605	2227.8208	7.709228	3.6807084	-5.008813
SC23723_5_378	GCSKO-13	PBANKA	fd2   PBANKA_0902300	950	6.85751406254539	5475.6167	8.608243	-1.5413183	10.469769
SC23723_5_379	GCSKO-13	PBANKA	fd2   PBANKA_0902300	981	6.889591308354466	5475.1953	8.608166	-1.2508142	10.448711
SC23723_5_37	GCSKO-13	PBANKA	fd2   PBANKA_0902300	492	6.20050917404269	2858.5767	7.958429	4.5750337	7.004733
SC23723_5_380	GCSKO-13	PBANKA	fd2   PBANKA_0902300	338	5.82600010738045	2019.9801	7.6113377	1.6882536	5.090209
SC23723_5_383	WT	PBANKA	wild type	1762	7.47477218239787	8364.974	9.031928	8.139177	10.772961
SC23723_5_384	WT	PBANKA	wild type	215	5.375278407684165	1373.1975	7.225625	3.522935	-3.818292
SC23723_5_38	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1330	7.193685818395112	6981.715	8.851193	6.068273	8.628702
SC23723_5_39	GCSKO-13	PBANKA	fd2   PBANKA_0902300	782	6.663132695990803	4229.714	8.350126	3.3735318	-8.626769
SC23723_5_3	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1976	7.589335823170617	10288.303	9.23886	-0.8698144	1.7522359
SC23723_5_40	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2219	7.705262474866325	10503.634	9.259572	16.757782	3.020805
SC23723_5_41	GCSKO-13	PBANKA	fd2   PBANKA_0902300	668	6.505784060128229	3681.7632	8.211418	3.5788481	-7.9201155
SC23723_5_42	GCSKO-13	PBANKA	fd2   PBANKA_0902300	613	6.419994928147142	3428.3108	8.140115	4.7079864	-7.180552
SC23723_5_43	GCSKO-13	PBANKA	fd2   PBANKA_0902300	629	6.4457198193855785	3328.1917	8.110485	4.7588396	-6.896989
SC23723_5_44	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2611	7.867871490396322	11675.217	9.36531	16.745611	2.399573
SC23723_5_45	GCSKO-13	PBANKA	fd2   PBANKA_0902300	674	6.51471269087253	3564.9097	8.179174	3.969443	-7.9274516
SC23723_5_46	WT	PBANKA	wild type	1165	7.061334366910438	5821.9043	8.669555	-1.746201	10.580273
SC23723_5_47	WT	PBANKA	wild type	916	6.821107472256465	4574.5186	8.428475	2.3727992	3.5268495
SC23723_5_48	WT	PBANKA	wild type	762	6.637258031284457	4250.159	8.354947	3.2614903	4.642379
SC23723_5_4	GCSKO-13	PBANKA	fd2   PBANKA_0902300	601	6.400257445308821	3457.224	8.148511	4.6892433	-7.0569906
SC23723_5_50	GCSKO-13	PBANKA	fd2   PBANKA_0902300	279	5.634789603169249	1994.7214	7.598761	3.8670669	-4.5183253
SC23723_5_51	GCSKO-13	PBANKA	fd2   PBANKA_0902300	668	6.505784060128229	3775.7874	8.2366295	4.4135942	-7.8728647
SC23723_5_52	GCSKO-13	PBANKA	fd2   PBANKA_0902300	732	6.597145701886651	4186.7783	8.339926	3.0606833	-8.498755
SC23723_5_53	GCSKO-13	PBANKA	fd2   PBANKA_0902300	670	6.508769136971682	3996.9111	8.293528	3.6763194	-8.3668165
SC23723_5_54	GCSKO-13	PBANKA	fd2   PBANKA_0902300	619	6.429719478039138	3568.5386	8.180192	2.93765	-7.6129694
SC23723_5_55	WT	PBANKA	wild type	624	6.437751649736401	3499.5552	8.160677	10.118415	-5.3716106
SC23723_5_56	GCSKO-13	PBANKA	fd2   PBANKA_0902300	668	6.505784060128229	3962.1858	8.284803	3.0185292	-8.265429
SC23723_5_57	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2727	7.911324018963353	13384.994	9.501965	15.977022	2.1981122
SC23723_5_58	GCSKO-13	PBANKA	fd2   PBANKA_0902300	507	6.230481447578482	3182.9424	8.065875	4.393822	-6.8789873
SC23723_5_59	WT	PBANKA	wild type	686	6.532334292222349	4225.801	8.3492	2.8734615	-8.503723
SC23723_5_5	GCSKO-13	PBANKA	fd2   PBANKA_0902300	654	6.484635235635252	3781.0283	8.238016	4.134778	-8.034865
SC23723_5_60	WT	PBANKA	wild type	2184	7.68937110752969	11530.891	9.352872	10.478927	12.494869
SC23723_5_61	GCSKO-13	PBANKA	fd2   PBANKA_0902300	169	5.135798437050262	1114.0017	7.016611	3.49694	-3.7557874
SC23723_5_62	GCSKO-13	PBANKA	fd2   PBANKA_0902300	591	6.3835066348840055	3305.9858	8.103792	7.630985	0.31141946
SC23723_5_63	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1268	7.1459844677143876	6883.9287	8.8370905	-2.6428916	11.416961
SC23723_5_64	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1450	7.280008252884188	7935.591	8.979239	-2.9764097	12.208621
SC23723_5_65	GCSKO-13	PBANKA	fd2   PBANKA_0902300	900	6.803505257608338	4328.7124	8.373257	11.024444	-3.8929312
SC23723_5_68	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1478	7.2991214627108	7282.826	8.893412	-3.0247047	12.088832
SC23723_5_69	GCSKO-13	PBANKA	fd2   PBANKA_0902300	729	6.593044534142437	3946.6763	8.280883	2.9733794	-8.279132
SC23723_5_6	GCSKO-13	PBANKA	fd2   PBANKA_0902300	888	6.790097235513905	4608.9795	8.435979	10.878044	-1.7011988
SC23723_5_70	WT	PBANKA	wild type	2959	7.992944547318106	13043.534	9.476125	-0.57530326	4.1912084
SC23723_5_71	WT	PBANKA	wild type	1076	6.981934677156389	5482.6924	8.609534	-1.0152334	10.299613
SC23723_5_72	WT	PBANKA	wild type	360	5.8888779583328805	2121.4727	7.660337	3.0687287	-4.467474
SC23723_5_73	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2369	7.7706452341291765	12205.961	9.409761	16.179417	2.414942
SC23723_5_74	GCSKO-13	PBANKA	fd2   PBANKA_0902300	558	6.326149473155099	3524.489	8.167774	3.850582	-7.721255
SC23723_5_75	GCSKO-13	PBANKA	fd2   PBANKA_0902300	589	6.380122536899765	3199.7231	8.071132	10.174961	-4.9714217
SC23723_5_76	GCSKO-13	PBANKA	fd2   PBANKA_0902300	699	6.551080335043404	3646.3757	8.201763	10.92796	-3.5185168
SC23723_5_77	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1516	7.324489979348532	7822.3457	8.964868	-2.6952848	12.239248
SC23723_5_78	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1394	7.240649694255466	6922.23	8.842638	5.0529757	2.0591595
SC23723_5_79	WT	PBANKA	wild type	173	5.159055299214529	1279.999	7.1553955	3.808284	6.7466874
SC23723_5_7	WT	PBANKA	wild type	534	6.282266746896006	3340.0032	8.114026	10.191656	-5.076082
SC23723_5_80	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2285	7.734558844354756	11328.852	9.3351965	16.895205	2.3335543
SC23723_5_81	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2260	7.72356247227797	11323.557	9.334729	16.903776	2.4275723
SC23723_5_82	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2186	7.690286020676768	11126.801	9.317202	16.92927	2.340008
SC23723_5_83	WT	PBANKA	wild type	607	6.410174881966167	3740.0703	8.227127	3.9285653	-7.7114697
SC23723_5_84	WT	PBANKA	wild type	1819	7.506591780070841	9606.043	9.170252	3.1644154	1.2364318
SC23723_5_85	GCSKO-13	PBANKA	fd2   PBANKA_0902300	319	5.768320995793772	2077.1328	7.639225	3.8337886	-5.063742
SC23723_5_86	GCSKO-13	PBANKA	fd2   PBANKA_0902300	588	6.3784261836515865	3307.42	8.104226	2.4877524	-7.561332
SC23723_5_87	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2661	7.8868329989550565	12309.004	9.418167	16.58649	2.3582554
SC23723_5_89	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1384	7.233455418621439	7276.958	8.892606	-2.488077	11.755777
SC23723_5_8	GCSKO-13	PBANKA	fd2   PBANKA_0902300	2658	7.88570539124302	13043.482	9.476121	16.065363	2.2084963
SC23723_5_90	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1466	7.2909747781429814	7451.506	8.916306	-3.1727986	11.874954
SC23723_5_93	GCSKO-13	PBANKA	fd2   PBANKA_0902300	769	6.646390514847729	3840.1326	8.253523	4.2539105	-8.147466
SC23723_5_94	WT	PBANKA	wild type	481	6.1779441140506	2642.413	7.879826	4.353167	-6.050215
SC23723_5_95	WT	PBANKA	wild type	664	6.499787040655854	3639.297	8.1998205	4.1149054	-7.656449
SC23723_5_96	WT	PBANKA	wild type	395	5.981414211254481	1995.7283	7.599265	3.202469	-4.503322
SC23723_5_97	GCSKO-13	PBANKA	fd2   PBANKA_0902300	545	6.302618975744905	3560.1448	8.177837	4.2511325	-7.788716
SC23723_5_98	GCSKO-13	PBANKA	fd2   PBANKA_0902300	1325	7.189922170745808	7334.0933	8.900425	-2.6325493	12.472716
SC23723_5_99	GCSKO-13	PBANKA	fd2   PBANKA_0902300	727	6.590301048196686	3779.0535	8.2374935	10.436997	-4.912701
SC23723_5_9	GCSKO-13	PBANKA	fd2   PBANKA_0902300	619	6.429719478039138	3905.1155	8.270299	3.9374075	-8.332635
SC25027_7_100	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	688	6.535241271013659	3632.9924	8.198087	7.4724355	0.739879
SC25027_7_101	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1527	7.331714969726466	7955.3906	8.98173	9.1539955	8.934244
SC25027_7_102	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	632	6.450470422144176	3525.2356	8.167986	7.7693596	0.65057427
SC25027_7_103	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	817	6.706862336602747	4758.412	8.467879	-1.1183573	9.562634
SC25027_7_104	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1473	7.295735072749282	7513.448	8.9245825	8.481151	8.914879
SC25027_7_105	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1867	7.532623618788788	9386.957	9.147183	8.131242	13.324592
SC25027_7_106	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1296	7.167809184316444	6726.5	8.813959	8.257334	8.419858
SC25027_7_107	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	770	6.647688373563329	4456.573	8.40236	-0.82917875	9.48744
SC25027_7_108	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1115	7.017506142941256	5972.0996	8.695022	0.33811373	4.0201917
SC25027_7_109	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	685	6.530877627725885	3474.8062	8.153582	5.838401	7.9733486
SC25027_7_10	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	537	6.2878585601617845	2930.2114	7.983171	7.620397	0.41465148
SC25027_7_110	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	522	6.259581464064923	2884.4204	7.967426	9.728303	-1.8036612
SC25027_7_111	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1440	7.273092595999522	7437.1914	8.914383	8.429372	8.659803
SC25027_7_112	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	787	6.669498089857879	4480.92	8.407806	6.485478	1.3954743
SC25027_7_113	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1224	7.110696122978827	6601.4404	8.795195	0.07066544	3.8052115
SC25027_7_114	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	877	6.777646593635117	4806.206	8.477871	2.3751915	4.6343307
SC25027_7_115	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	386	5.958424693029782	1998.3926	7.600599	8.555863	-0.8110609
SC25027_7_116	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	599	6.396929655216146	3171.967	8.062423	10.171102	-4.0141335
SC25027_7_117	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1541	7.340835554123275	7584.468	8.93399	8.455999	8.697187
SC25027_7_118	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	836	6.729824070489475	4502.1494	8.412532	0.5361385	4.1265607
